customer_id,birth_date,gender,city,country,profession,segment_hint,annual_income,age,gender_F,gender_M,gender_nan,segment_nan,cluster
85687466,1987-06-03,M,,,,,0,38.60369609856263,False,True,False,True,4
"93607963,D'Emilio,Tecla,F,1999-11-25,Casaletto Lodigiano,LO,IT,DMLTCL99S65B887I,MM00,""Attività professionali, scientifiche e tecniche"",IND,CONF,AF",,,,,,,0,54.299794661190965,False,False,True,True,2
22862905,1954-08-10,F,,,,,0,71.41683778234086,True,False,False,True,3
42835159,1979-06-26,F,,,,,0,46.54072553045859,True,False,False,True,5
"26451758,Casella,Bianca,F,1971-03-11,Torino,TO,IT,CSLBNC71C51L219M,CC31,""Fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature"",ALT,GESF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
77970417,1953-01-10,M,,,,,0,72.99657768651609,False,True,False,True,0
58642557,1960-05-01,F,,,,,0,65.69199178644764,True,False,False,True,3
08859099,1990-04-16,M,,,,,0,35.73442847364819,False,True,False,True,4
89079892,1966-04-11,F,,,,,0,59.748117727583846,True,False,False,True,5
"85417644,Giugliano,Gianni,M,1966-05-22,San Salvo,CH,IT,GGLGNN66E22I148C,GG00,""Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli"",IMP,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
"63934164,Su,Ni,F,1998-12-29,Cina,EE,EE,SUXNIX98T69Z210G,MM00,""Attività professionali, scientifiche e tecniche"",IMP,CLNB,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
43945239,1964-04-21,F,,,,,0,61.719370294318956,True,False,False,True,5
64967143,2005-11-20,M,,,,,0,20.136892539356605,False,True,False,True,4
95059050,1989-06-29,M,,,,,0,36.53114305270363,False,True,False,True,4
58707177,2004-04-23,M,,,,,0,21.713894592744694,False,True,False,True,4
07895026,1967-03-16,F,,,,,0,58.81998631074607,True,False,False,True,5
62750369,1982-09-10,F,,,,,0,43.331964407939765,True,False,False,True,5
51888835,1954-01-11,M,,,,,0,71.99452429842573,False,True,False,True,0
89236646,1949-10-07,M,,,,,0,76.25735797399042,False,True,False,True,0
56064972,2000-10-29,M,,,,,0,25.196440793976727,False,True,False,True,4
40927137,1999-12-29,F,,,,,0,26.031485284052017,True,False,False,True,1
13261919,1982-07-04,F,,,,,0,43.51813826146475,True,False,False,True,5
85085569,1977-06-13,F,,,,,0,48.57494866529774,True,False,False,True,5
27331763,1981-03-25,M,,,,,0,44.79397672826831,False,True,False,True,4
42430192,1962-08-15,M,,,,,0,63.403148528405204,False,True,False,True,0
40374614,2001-01-20,M,,,,,0,24.969199178644764,False,True,False,True,4
78180458,1945-08-09,M,,,,,0,80.41889117043121,False,True,False,True,0
"29104540,Blasi,Sofia Elena,F,1981-07-23,Trecate,NO,IT,BLSSLN81L63L356D,MM00,""Attività professionali, scientifiche e tecniche"",OPE,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
71004448,1963-04-23,F,,,,,0,62.71594798083505,True,False,False,True,5
86849535,2000-02-04,M,,,,,0,25.930184804928132,False,True,False,True,4
22439293,1945-06-26,F,,,,,0,80.53935660506502,True,False,False,True,3
82584599,2002-11-23,F,,,,,0,23.129363449691994,True,False,False,True,1
51489089,1954-03-07,M,,,,,0,71.84394250513347,False,True,False,True,0
38299322,1992-11-19,M,,,,,0,33.138945927446954,False,True,False,True,4
"28582239,Urciuoli,Petra,F,1991-05-23,San Giorgio di Nogaro,UD,IT,RCLPTR91E63H895W,GG00,""Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli"",OPE,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
18403026,1977-04-07,F,,,,,0,48.75838466803559,True,False,False,True,5
72883946,1962-04-27,M,,,,,0,63.70431211498973,False,True,False,True,0
67926557,1966-06-11,F,,,,,0,59.58110882956879,True,False,False,True,5
05320159,2005-10-04,M,,,,,0,20.265571526351813,False,True,False,True,4
53034747,1991-10-07,F,,,,,0,34.25872689938399,True,False,False,True,1
03256552,1971-05-27,M,,,,,0,54.62286105407255,False,True,False,True,0
07957705,1941-12-05,F,,,,,0,84.09582477754962,True,False,False,True,3
67339920,1964-12-22,M,,,,,0,61.04859685147159,False,True,False,True,0
91916990,1955-06-25,F,,,,,0,70.54346338124572,True,False,False,True,3
20617013,1953-10-10,M,,,,,0,72.24914442162903,False,True,False,True,0
74505866,1976-09-14,M,,,,,0,49.319644079397676,False,True,False,True,4
09085627,1968-07-11,M,,,,,0,57.497604380561256,False,True,False,True,0
80967889,1965-10-15,M,,,,,0,60.23545516769336,False,True,False,True,0
38018261,1999-03-06,M,,,,,0,26.847364818617386,False,True,False,True,4
68351678,1972-01-22,M,,,,,0,53.96577686516085,False,True,False,True,0
97537962,1960-06-06,F,,,,,0,65.59342915811088,True,False,False,True,3
"95191049,Marinescu,Ofelia,F,1966-05-31,Romania,EE,EE,MRNFLO66E71Z129H,RR00,""Attività artistiche, di intrattenimento e divertimento"",OPE,SPDV,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
45079468,2003-09-22,M,,,,,0,22.299794661190965,False,True,False,True,4
95410070,2005-05-04,F,,,,,0,20.684462696783026,True,False,False,True,1
62990242,2004-05-04,F,,,,,0,21.683778234086244,True,False,False,True,1
76572673,1959-03-22,F,,,,,0,66.80355920602327,True,False,False,True,3
52520778,2002-08-24,M,,,,,0,23.378507871321013,False,True,False,True,4
20502184,1956-07-13,M,,,,,0,69.492128678987,False,True,False,True,0
01551369,1951-12-31,M,,,,,0,74.02600958247776,False,True,False,True,0
"28899823,Chafik,Hicham,M,1990-03-07,Marocco,EE,EE,CHFHHM90C07Z330K,CC24,""Attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"",IMP,CLNB,SB",,,,,,,0,54.299794661190965,False,False,True,True,2
"21923732,Cartasio,Bernardo,M,1964-05-13,Boves,CN,IT,CRTBNR64E13B101H,OO00,""Amministrazione pubblica e difesa, assicurazione sociale obbligatoria"",IMP,SPDV,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
65346468,1948-07-19,M,,,,,0,77.4757015742642,False,True,False,True,0
64655040,1954-07-01,M,,,,,0,71.52635181382615,False,True,False,True,0
"36142539,Favre,Aurelio,M,1966-02-15,Torino,TO,IT,FVRRLA66B15L219G,GG00,""Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli"",IND,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
"32196562,D'Anna,Chris,M,1962-03-16,Villa Guardia,CO,IT,DNNCRS62C16L956C,AA00,""Agricoltura, silvicoltura e pesca"",IND,VEDV,AF",,,,,,,0,54.299794661190965,False,False,True,True,2
16179313,1974-10-30,M,,,,,0,51.19507186858316,False,True,False,True,0
49049066,1968-01-23,M,,,,,0,57.96303901437371,False,True,False,True,0
30658887,1997-10-30,F,,,,,0,28.194387405886378,True,False,False,True,1
19741136,2002-08-03,M,,,,,0,23.43600273785079,False,True,False,True,4
"62176348,Agenori,Jayden,M,1974-11-09,Lainate,MI,IT,GNRJDN74S09E415Q,CC10,""Industrie alimentari, delle bevande e del tabacco"",OPE,SPDV,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
80046196,1980-07-15,M,,,,,0,45.48665297741273,False,True,False,True,4
85408027,1963-04-23,M,,,,,0,62.71594798083505,False,True,False,True,0
43454231,2007-07-18,M,,,,,0,18.480492813141684,False,True,False,True,4
"81961257,De Robertis,Jonathan,M,2000-01-21,Monticello d'Alba,CN,IT,DRBJTH00A21F669B,CC16,""Industria del legno, della carta, editoria"",OPE,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
64650387,1950-03-07,M,,,,,0,75.84394250513347,False,True,False,True,0
"72367826,Cucchi,Dion,M,1991-09-25,Fiesse,BS,IT,CCCDNI91P25D576R,GG00,""Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli"",ALT,CONI,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
56678599,1975-02-25,F,,,,,0,50.87200547570158,True,False,False,True,5
"26360691,Carta,Justin,M,2000-04-01,Bressanone,BZ,IT,CRTJTN00D01B160K,GG00,""Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli"",OPE,CLNB,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
79969529,1959-01-19,M,,,,,0,66.97330595482546,False,True,False,True,0
25576802,1953-05-08,M,,,,,0,72.67351129363449,False,True,False,True,0
95481840,1951-01-23,M,,,,,0,74.96235455167694,False,True,False,True,0
06992283,1953-04-13,F,,,,,0,72.7419575633128,True,False,False,True,3
93742406,2005-01-10,F,,,,,0,20.996577686516083,True,False,False,True,1
"29423753,Scaramuziello,Gabriele,M,1974-01-29,Cassano Magnago,VA,IT,SCRGRL74A29C004A,CC24,""Attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"",OPE,CONI,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
71882375,1940-12-23,M,,,,,0,85.04585900068446,False,True,False,True,0
98069378,1957-06-25,F,,,,,0,68.54209445585215,True,False,False,True,3
87268017,1970-07-02,M,,,,,0,55.52361396303901,False,True,False,True,0
98211440,1941-08-08,M,,,,,0,84.42162902121834,False,True,False,True,0
64358143,1958-07-10,F,,,,,0,67.50171115674196,True,False,False,True,3
45528906,1975-12-13,M,,,,,0,50.07529089664613,False,True,False,True,4
34561272,1967-11-16,M,,,,,0,58.1492128678987,False,True,False,True,0
65376838,2002-09-10,M,,,,,0,23.33196440793977,False,True,False,True,4
11852431,1958-07-15,M,,,,,0,67.4880219028063,False,True,False,True,0
24673963,2004-02-06,M,,,,,0,21.924709103353866,False,True,False,True,4
19960766,1967-05-09,M,,,,,0,58.672142368240934,False,True,False,True,0
55547682,1968-09-13,F,,,,,0,57.322381930184804,True,False,False,True,5
"69714142,Fernando,Buddhika,M,1999-09-25,Sri Lanka,EE,EE,FRNBDH99P25Z209I,CC16,""Industria del legno, della carta, editoria"",IND,SPDV,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
49681972,1940-10-12,F,,,,,0,85.24298425735797,True,False,False,True,3
32725723,1963-06-25,M,,,,,0,62.54346338124572,False,True,False,True,0
49627514,1988-08-02,M,,,,,0,37.437371663244356,False,True,False,True,4
48452876,1941-02-08,M,,,,,0,84.91718001368925,False,True,False,True,0
44870276,1968-02-08,M,,,,,0,57.9192334017796,False,True,False,True,0
"32418424,Grilli,Penelope,F,1979-08-05,Roma,RM,IT,GRLPLP79M45H501V,CC10,""Industrie alimentari, delle bevande e del tabacco"",IMP,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
"17153393,Chiambretti,Ludovica Maria,F,1964-11-28,Milano,MI,IT,CHMLVC64S68F205C,MM00,""Attività professionali, scientifiche e tecniche"",QUA,CONI,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
93170856,1951-10-16,M,,,,,0,74.2340862422998,False,True,False,True,0
"37353097,Lecci,Nicolo,M,2007-06-08,Bagheria,PA,IT,LCCNCL07H08A546M,CC10,""Industrie alimentari, delle bevande e del tabacco"",IMP,SPDV,SB",,,,,,,0,54.299794661190965,False,False,True,True,2
77395363,1956-08-12,F,,,,,0,69.40999315537303,True,False,False,True,3
60264863,1943-12-03,F,,,,,0,82.10266940451746,True,False,False,True,3
70282982,1972-09-16,M,,,,,0,53.31416837782341,False,True,False,True,0
64761172,2003-08-29,F,,,,,0,22.365503080082135,True,False,False,True,1
91358406,1945-09-26,F,,,,,0,80.28747433264887,True,False,False,True,3
"16771237,Barro,Oumou,F,1956-11-25,Burkina Faso,EE,EE,BRRMOU56S65Z354I,AA00,""Agricoltura, silvicoltura e pesca"",OPE,VEDV,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
13894568,1986-01-27,M,,,,,0,39.950718685831625,False,True,False,True,4
"29374673,Falconeri,Stefania,F,1970-10-24,Luserna San Giovanni,TO,IT,FLCSFN70R64E758C,MM00,""Attività professionali, scientifiche e tecniche"",ALT,CLNB,AF",,,,,,,0,54.299794661190965,False,False,True,True,2
"98609993,Macrì,James,M,1997-11-06,Bari,BA,IT,MCRJMS97S06A662Y,RR00,""Attività artistiche, di intrattenimento e divertimento"",IND,CONI,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
"49237099,Jiang,Chun,M,2000-07-15,Cina,EE,EE,JNGCHN00L15Z210C,GG00,""Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli"",IMP,CLNB,SB",,,,,,,0,54.299794661190965,False,False,True,True,2
"59057969,Cipriani,Kenza,F,1978-05-17,Martina Franca,TA,IT,CPRKNZ78E57E986F,GG00,""Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli"",IND,GESF,SB",,,,,,,0,54.299794661190965,False,False,True,True,2
65219499,1975-07-05,F,,,,,0,50.5160848733744,True,False,False,True,5
62049358,1999-06-20,F,,,,,0,26.55715263518138,True,False,False,True,1
97871707,1974-06-03,F,,,,,0,51.60301163586585,True,False,False,True,5
86957024,1967-05-15,F,,,,,0,58.65571526351814,True,False,False,True,5
"39667336,Coletta,Mattias,M,1997-11-18,Umbertide,PG,IT,CLTMTS97S18D786V,GG00,""Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli"",ALT,CONI,AF",,,,,,,0,54.299794661190965,False,False,True,True,2
50285012,1985-05-09,F,,,,,0,40.67077344284736,True,False,False,True,1
84030246,1941-11-08,M,,,,,0,84.1697467488022,False,True,False,True,0
87791745,1986-09-04,F,,,,,0,39.34839151266256,True,False,False,True,1
03502419,2008-05-10,F,,,,,0,17.66735112936345,True,False,False,True,1
32656930,1959-08-12,F,,,,,0,66.41204654346338,True,False,False,True,3
46057550,1964-03-31,M,,,,,0,61.776865160848736,False,True,False,True,0
"62313706,Schiavi,Lina,F,1998-03-30,Cinisello Balsamo,MI,IT,SCHLNI98C70C707S,OO00,""Amministrazione pubblica e difesa, assicurazione sociale obbligatoria"",QUA,GESF,SB",,,,,,,0,54.299794661190965,False,False,True,True,2
22466974,1965-07-26,M,,,,,0,60.45722108145106,False,True,False,True,0
54281502,1964-10-29,M,,,,,0,61.19644079397673,False,True,False,True,0
34800015,2005-02-10,F,,,,,0,20.91170431211499,True,False,False,True,1
32232680,2002-12-01,F,,,,,0,23.107460643394933,True,False,False,True,1
"94375455,Acquistapace,Samuele,M,1977-04-18,Napoli,NA,IT,CQSSML77D18F839X,AA00,""Agricoltura, silvicoltura e pesca"",OPE,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
27817909,1983-01-07,M,,,,,0,43.006160164271044,False,True,False,True,4
09762017,1945-11-24,F,,,,,0,80.12594113620807,True,False,False,True,3
81348284,1972-06-30,F,,,,,0,53.52772073921971,True,False,False,True,5
12567400,1975-08-25,F,,,,,0,50.37645448323067,True,False,False,True,5
95815039,1954-11-01,F,,,,,0,71.1895961670089,True,False,False,True,3
30835948,1986-09-02,F,,,,,0,39.35386721423682,True,False,False,True,1
53873721,1960-07-23,F,,,,,0,65.46475017111567,True,False,False,True,3
61934065,2001-06-16,F,,,,,0,24.566735112936346,True,False,False,True,1
04812217,1950-06-03,M,,,,,0,75.60301163586584,False,True,False,True,0
82888812,1965-05-06,F,,,,,0,60.67898699520876,True,False,False,True,5
11310876,1977-06-05,F,,,,,0,48.596851471594796,True,False,False,True,5
33544376,1992-07-04,M,,,,,0,33.516769336071185,False,True,False,True,4
17212139,1958-05-14,M,,,,,0,67.65776865160849,False,True,False,True,0
"19362382,Briano,Alvise,M,1969-05-27,Foggia,FG,IT,BRNLVS69E27D643B,DD00,""Fornitura di energia elettrica, gas, vapore e aria condizionata"",ALT,CONI,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
88664121,1961-05-06,F,,,,,0,64.67898699520876,True,False,False,True,3
05437144,1986-05-15,M,,,,,0,39.65503080082136,False,True,False,True,4
47971464,1974-11-12,F,,,,,0,51.15947980835045,True,False,False,True,5
23792442,2004-03-10,F,,,,,0,21.83436002737851,True,False,False,True,1
"79265032,Rizza,Matias,M,1976-03-08,San Benedetto Po,MN,IT,RZZMTS76C08H771W,CC31,""Fabbricazione di mobili, altre industrie manifatturiere, riparazione e installazione di macchine e apparecchiature"",OPE,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
55587822,1960-09-27,F,,,,,0,65.28405201916496,True,False,False,True,3
"23497038,Amoroso,Celeste,F,1980-01-13,Galtellì,NU,IT,MRSCST80A53D888F,OO00,""Amministrazione pubblica e difesa, assicurazione sociale obbligatoria"",IND,CONI,SB",,,,,,,0,54.299794661190965,False,False,True,True,2
76175483,1942-07-17,F,,,,,0,83.48254620123203,True,False,False,True,3
53423860,1949-12-28,F,,,,,0,76.03285420944559,True,False,False,True,3
51429204,1964-01-16,M,,,,,0,61.98220396988364,False,True,False,True,0
76324775,1965-08-09,M,,,,,0,60.41889117043121,False,True,False,True,0
65451879,1994-09-18,F,,,,,0,31.310061601642712,True,False,False,True,1
19431624,1970-08-30,M,,,,,0,55.36208076659822,False,True,False,True,0
16459121,1960-02-01,F,,,,,0,65.93839835728953,True,False,False,True,3
04486495,1948-01-15,M,,,,,0,77.98494182067077,False,True,False,True,0
88910222,1940-09-09,M,,,,,0,85.33333333333333,False,True,False,True,0
11930365,1969-10-08,M,,,,,0,56.25462012320329,False,True,False,True,0
"95403827,Jashari,Simona,F,2004-12-15,Albania,EE,EE,JSHSMN04T55Z100M,GG00,""Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli"",IMP,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
62434858,1982-04-01,F,,,,,0,43.775496235455165,True,False,False,True,5
"88093614,Di Primo,Ciro,M,1970-07-12,Corropoli,TE,IT,DPRCRI70L12D043M,RR00,""Attività artistiche, di intrattenimento e divertimento"",IMP,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
"53995877,Simonato,Fabrizio,M,1973-10-09,Florinas,SS,IT,SMNFRZ73R09D637N,CC16,""Industria del legno, della carta, editoria"",OPE,CLNB,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
"76796766,Bosio,Giusy,F,1968-03-15,Verona,VR,IT,BSOGSY68C55L781X,AA00,""Agricoltura, silvicoltura e pesca"",OPE,CONI,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
41158900,1968-01-25,M,,,,,0,57.95756331279945,False,True,False,True,0
43988838,1968-06-19,F,,,,,0,57.55783709787816,True,False,False,True,5
30113458,1960-09-22,F,,,,,0,65.29774127310061,True,False,False,True,3
27081066,1958-02-12,M,,,,,0,67.9069130732375,False,True,False,True,0
"68212655,Tavolazzi,Zahra,F,1977-07-11,Ceriale,SV,IT,TVLZHR77L51C510S,GG00,""Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli"",IND,CONI,SB",,,,,,,0,54.299794661190965,False,False,True,True,2
57695681,1977-09-10,F,,,,,0,48.33127994524298,True,False,False,True,5
95732831,1965-01-17,M,,,,,0,60.97741273100616,False,True,False,True,0
74102063,1952-08-16,M,,,,,0,73.3990417522245,False,True,False,True,0
65045454,1979-04-09,M,,,,,0,46.75427789185489,False,True,False,True,4
24684235,1979-11-29,F,,,,,0,46.11362080766598,True,False,False,True,5
17277253,1966-03-09,F,,,,,0,59.83846680355921,True,False,False,True,5
"95846292,Siciliano,Giuseppe,M,1992-05-08,Borgo Velino,RI,IT,SCLGPP92E08A996I,MM00,""Attività professionali, scientifiche e tecniche"",IMP,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
70690521,1965-12-20,F,,,,,0,60.054757015742645,True,False,False,True,5
99374621,1962-06-04,F,,,,,0,63.60027378507871,True,False,False,True,3
"41359351,Gioberti,Jakob,M,1973-07-13,Napoli,NA,IT,GBRJKB73L13F839M,CC24,""Attività metallurgiche e fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"",IND,CONF,AF",,,,,,,0,54.299794661190965,False,False,True,True,2
07657890,2002-02-14,M,,,,,0,23.901437371663246,False,True,False,True,4
65008971,2002-05-16,F,,,,,0,23.652292950034223,True,False,False,True,1
51992597,2006-08-29,M,,,,,0,19.364818617385353,False,True,False,True,4
60959355,1946-02-20,F,,,,,0,79.88501026694045,True,False,False,True,3
89610930,1994-10-18,F,,,,,0,31.227926078028748,True,False,False,True,1
91773690,1973-12-26,F,,,,,0,52.03832991101985,True,False,False,True,5
66340242,1971-04-23,F,,,,,0,54.71594798083505,True,False,False,True,5
01002400,1967-06-06,M,,,,,0,58.59548254620123,False,True,False,True,0
"24712639,Ambrosini,Giorgia,F,1978-05-29,Roma,RM,IT,MBRGRG78E69H501Y,RR00,""Attività artistiche, di intrattenimento e divertimento"",ALT,CLNB,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
01070322,1954-03-28,M,,,,,0,71.78644763860369,False,True,False,True,0
37267427,1976-08-19,M,,,,,0,49.39082819986311,False,True,False,True,4
63578136,1988-02-17,M,,,,,0,37.894592744695416,False,True,False,True,4
12096812,1965-12-15,M,,,,,0,60.068446269678304,False,True,False,True,0
96277999,1964-08-13,M,,,,,0,61.4072553045859,False,True,False,True,0
03489002,1999-03-01,M,,,,,0,26.861054072553046,False,True,False,True,4
"10668546,Oddo,Clarissa,F,1974-11-03,Torino,TO,IT,DDOCRS74S43L219B,RR00,""Attività artistiche, di intrattenimento e divertimento"",IMP,CONF,MM",,,,,,,0,54.299794661190965,False,False,True,True,2
29744069,1960-04-16,M,,,,,0,65.73305954825462,False,True,False,True,0
77361030,2007-09-02,M,,,,,0,18.354551676933607,False,True,False,True,4
74142536,1970-03-04,F,,,,,0,55.85215605749487,True,False,False,True,5
